0.000000000000000000e+00 -7.649753823086206939e-02
1.001001001001000923e-01 1.857791609901781604e-01
2.002002002002001846e-01 2.467133770022696682e-01
3.003003003003003046e-01 4.121816319423907693e-01
4.004004004004003692e-01 5.180998690421746433e-01
5.005005005005005447e-01 6.539427164147088023e-01
6.006006006006006093e-01 7.283739931377175569e-01
7.007007007007006738e-01 9.264707501930991018e-01
8.008008008008007383e-01 9.466645447544108638e-01
9.009009009009009139e-01 9.980520508033575711e-01
1.001001001001001089e+00 9.041849783958924025e-01
1.101101101101101154e+00 1.064940074152170180e+00
1.201201201201201219e+00 1.128021624814509849e+00
1.301301301301301283e+00 9.280732175331616318e-01
1.401401401401401348e+00 9.973284308443690627e-01
1.501501501501501412e+00 1.032261973748825445e+00
1.601601601601601477e+00 7.608271943942961357e-01
1.701701701701701763e+00 7.455702510504761404e-01
1.801801801801801828e+00 9.311147809617307258e-01
1.901901901901901892e+00 6.513317648844925145e-01
2.002002002002002179e+00 6.673477811142873861e-01
2.102102102102102243e+00 3.932852341806231111e-01
2.202202202202202308e+00 2.739724692853037769e-01
2.302302302302302373e+00 2.379062322847373678e-01
2.402402402402402437e+00 3.771076995213770711e-02
2.502502502502502502e+00 -2.138779125910927337e-01
2.602602602602602566e+00 -3.802947656766700324e-02
2.702702702702702631e+00 -4.741525667153799750e-01
2.802802802802802695e+00 -3.866207526246343007e-01
2.902902902902902760e+00 -5.171336763380424140e-01
3.003003003003002824e+00 -5.610102111987709250e-01
3.103103103103102889e+00 -6.497425287130310645e-01
3.203203203203202953e+00 -7.215459105196818657e-01
3.303303303303303462e+00 -9.230152542702454443e-01
3.403403403403403527e+00 -7.550428551752972339e-01
3.503503503503503591e+00 -8.471885767797520117e-01
3.603603603603603656e+00 -1.067036677206476769e+00
3.703703703703703720e+00 -1.109670558620019509e+00
3.803803803803803785e+00 -8.699801684115187062e-01
3.903903903903903849e+00 -7.662108764949815409e-01
4.004004004004004358e+00 -8.373121407868172605e-01
4.104104104104104422e+00 -9.686895258731136327e-01
4.204204204204204487e+00 -8.055417533411328712e-01
4.304304304304304551e+00 -6.689933572995248046e-01
4.404404404404404616e+00 -6.860364008584357576e-01
4.504504504504504681e+00 -5.960847501207846566e-01
4.604604604604604745e+00 -5.879338544996920435e-01
4.704704704704704810e+00 -1.471757621075074352e-01
4.804804804804804874e+00 -3.958543825498784807e-01
4.904904904904904939e+00 -1.149183168259989840e-01
5.005005005005005003e+00 -1.914103362925887244e-02
5.105105105105105068e+00 1.004415551851644828e-01
5.205205205205205132e+00 2.484251623711042356e-01
5.305305305305305197e+00 3.363998143983091826e-01
5.405405405405405261e+00 3.605873912024962769e-01
5.505505505505505326e+00 5.760228940708934653e-01
5.605605605605605390e+00 7.347610158219682885e-01
5.705705705705705455e+00 8.278365157763518667e-01
5.805805805805805520e+00 9.767171132454768312e-01
5.905905905905905584e+00 9.389952650242818777e-01
6.006006006006005649e+00 9.834932950646908534e-01
6.106106106106105713e+00 1.074483988286993652e+00
6.206206206206205778e+00 1.170562790046641544e+00
6.306306306306305842e+00 8.987308778536964304e-01
6.406406406406405907e+00 1.083844636972249864e+00
6.506506506506506859e+00 7.563861408048556667e-01
6.606606606606606924e+00 9.290828583432496623e-01
6.706706706706706989e+00 7.522206260524256782e-01
6.806806806806807053e+00 9.278882480767371987e-01
6.906906906906907118e+00 8.058055389522401635e-01
7.007007007007007182e+00 6.067605891227220161e-01
7.107107107107107247e+00 4.131562594191054427e-01
7.207207207207207311e+00 2.868724121244223269e-01
7.307307307307307376e+00 4.115728815476766278e-01
7.407407407407407440e+00 8.565521730742482742e-02
7.507507507507507505e+00 7.914934311233688680e-02
7.607607607607607569e+00 1.353240629887997315e-02
7.707707707707707634e+00 -1.505121708881356213e-01
7.807807807807807698e+00 -3.037026330283266184e-01
7.907907907907907763e+00 -4.163516467333469584e-01
8.008008008008008716e+00 -6.246750374709980624e-01
8.108108108108108780e+00 -7.616831288621909168e-01
8.208208208208208845e+00 -7.242176416714523057e-01
8.308308308308308909e+00 -1.047196280418487557e+00
8.408408408408408974e+00 -8.155894428194989665e-01
8.508508508508509038e+00 -9.453694832165010498e-01
8.608608608608609103e+00 -1.018884707223825403e+00
8.708708708708709167e+00 -1.193777985191377455e+00
8.808808808808809232e+00 -9.649119275485097402e-01
8.908908908908909297e+00 -1.007196972305774763e+00
9.009009009009009361e+00 -9.330687435417884812e-01
9.109109109109109426e+00 -7.687637631944895800e-01
9.209209209209209490e+00 -6.594598179967535723e-01
9.309309309309309555e+00 -6.855269008274293974e-01
9.409409409409409619e+00 -7.956069817671371780e-01
9.509509509509509684e+00 -4.316838472814334970e-01
9.609609609609609748e+00 -6.308382787358204347e-01
9.709709709709709813e+00 -4.027638653751284825e-01
9.809809809809809877e+00 1.780331628666068089e-02
9.909909909909909942e+00 -1.852776610115050293e-01
