0.000000000000000000e+00 -1.078210706306023670e-01
5.005005005005005447e-01 4.714188003994058129e-01
1.001001001001001089e+00 8.683037761263997512e-01
1.501501501501501412e+00 8.342903088709687776e-01
2.002002002002002179e+00 5.547347272121024853e-01
2.502502502502502502e+00 -1.278113462159586045e-01
3.003003003003002824e+00 -5.573610197860698889e-01
3.503503503503503591e+00 -8.584839446557093190e-01
4.004004004004004358e+00 -8.850149493439239956e-01
4.504504504504504681e+00 -5.257056860767286288e-01
5.005005005005005003e+00 9.686863948271870473e-02
5.505505505505505326e+00 4.927157124548193212e-01
6.006006006006005649e+00 9.909568613350242527e-01
6.506506506506506859e+00 8.027196588503268115e-01
7.007007007007007182e+00 6.327618318384390372e-01
7.507507507507507505e+00 -1.371548463975095708e-02
8.008008008008008716e+00 -5.830654521263451961e-01
8.508508508508509038e+00 -7.522651565560219966e-01
9.009009009009009361e+00 -9.355942789315793151e-01
9.509509509509509684e+00 -6.184108713104368160e-01
