aveAllR,aveAllL,T_RC1,T_LC1,RCC1,LCC1,T_FHCC1,T_FHRC1,T_FHLC1,T_FHBC1,T_FHTC1,T_OR1
-0.6179104477611931,-0.11228070175438491,-1.068965517241365,-0.4491525423728797,-0.6353383458646616,-1.1058823529411812,-1.3720930232558166,-1.429936305732484,-1.5846645367412098,-1.3183279742765317,-2.0569620253164764,-0.27459016393442137
-1.1791044776119475,-1.0842105263158037,-1.5431034482758408,-1.7669491525423573,-1.330827067669161,-1.458823529411785,-0.7674418604651193,-0.6942675159235631,-1.1948881789137427,-0.7041800643086843,-0.7911392405063281,-1.163934426229499
-0.7641791044776224,-0.27719298245615087,0.13793103448276664,-0.16949152542373025,0.22556390977444493,-0.1215686274509821,0.3853820598006645,0.28980891719746144,0.04472843450479712,0.38906752411576,0.05379746835443596,0.09426229508197476
-0.6358208955223963,0.35087719298246034,-0.685344827586202,-0.01271186440678007,-0.4473684210526313,0.0,-0.22591362126246142,-0.22611464968152312,0.05431309904152963,-0.2765273311897163,0.3670886075949483,-1.3729508196721185
-0.008955223880605854,0.5192982456140377,-0.004310344827569996,0.06355932203390034,0.22180451127820774,-0.07843137254901568,0.6378737541528311,0.7133757961783499,-0.27476038338657716,0.19614147909967464,-1.0126582278481078,-0.3524590163934369
-0.46567164179105475,-0.582456140350893,-0.8189655172413619,-0.6567796610169502,-0.383458646616535,-0.6156862745098054,-0.5548172757475058,-0.4044585987261106,-0.16932907348241966,-0.29903536977492323,-0.4873417721519011,0.024590163934438834
-0.2000000000000051,-0.39298245614035715,-0.5560344827586121,-0.033898305084738824,-0.10150375939848953,-0.17647058823529083,-1.5049833887043238,-1.2707006369426745,-0.7635782747603801,-1.0803858520900416,-0.44303797468354156,-0.22540983606555534
-0.7701492537313483,-1.3614035087719445,-0.8706896551723978,-1.2711864406779587,-0.7518796992481106,-2.000000000000022,-1.172757475083051,-1.5254777070063734,-1.5591054313099049,-1.3601286173633471,-1.3575949367088809,-0.5901639344262175
-0.42985074626866526,-0.04912280701754963,-0.4568965517241224,-0.3347457627118591,-0.06766917293232279,0.09803921568627516,0.7142857142857183,0.5414012738853672,0.7156549520766813,0.8649517684887493,0.8386075949367281,-0.729508196721301
0.6029850746268612,0.3964912280701786,0.3965517241379342,0.2203389830508505,0.5751879699248239,0.549019607843132,0.8571428571428639,0.958598726114669,0.9744408945686951,0.8971061093247696,0.48417721518988766,0.2827868852459126
