0.000000000000000000e+00 5.357459789398839878e-02
2.002002002002001846e-01 2.278326667208708245e-01
4.004004004004003692e-01 4.845977068787440944e-01
6.006006006006006093e-01 6.270125385972800114e-01
8.008008008008007383e-01 5.820458451561328905e-01
1.001001001001001089e+00 8.690603731251959063e-01
1.201201201201201219e+00 1.040153011524967530e+00
1.401401401401401348e+00 7.747972117052578378e-01
1.601601601601601477e+00 9.724575925294739465e-01
1.801801801801801828e+00 8.427822916148219878e-01
2.002002002002002179e+00 5.445273984621348262e-01
2.202202202202202308e+00 4.120707648481515273e-01
2.402402402402402437e+00 7.926611492044974283e-02
2.602602602602602566e+00 -1.140033804175790699e-01
2.802802802802802695e+00 -4.545162417161952018e-01
3.003003003003002824e+00 -5.579977430640326030e-01
3.203203203203202953e+00 -6.374238306226239770e-01
3.403403403403403527e+00 -1.020148051202264039e+00
3.603603603603603656e+00 -8.753952492310180800e-01
3.803803803803803785e+00 -1.093091092305868317e+00
4.004004004004004358e+00 -1.016123904414529822e+00
4.204204204204204487e+00 -6.917992277659625877e-01
4.404404404404404616e+00 -5.687689941091768064e-01
4.604604604604604745e+00 -4.620878301458528070e-01
4.804804804804804874e+00 -2.897356928325580672e-01
5.005005005005005003e+00 -2.313085329678649799e-02
5.205205205205205132e+00 1.065360949471287344e-01
5.405405405405405261e+00 4.872990099717522394e-01
5.605605605605605390e+00 6.718490614879365497e-01
5.805805805805805520e+00 8.427668705212230105e-01
6.006006006006005649e+00 8.409255836184882371e-01
6.206206206206205778e+00 8.960657051513547522e-01
6.406406406406405907e+00 8.827222111135604177e-01
6.606606606606606924e+00 8.727170762537663773e-01
6.806806806806807053e+00 7.439941935781098081e-01
7.007007007007007182e+00 7.043054231654476416e-01
7.207207207207207311e+00 5.232464039243538423e-01
7.407407407407407440e+00 3.491715887082004477e-02
7.607607607607607569e+00 -2.778977018865452786e-01
7.807807807807807698e+00 -3.145537032257423316e-01
8.008008008008008716e+00 -5.107804112808580488e-01
8.208208208208208845e+00 -8.253924573354122218e-01
8.408408408408408974e+00 -9.447417152531717432e-01
8.608608608608609103e+00 -8.891147085689968810e-01
8.808808808808809232e+00 -9.610942915716849111e-01
9.009009009009009361e+00 -1.021017799867394160e+00
9.209209209209209490e+00 -6.108084096826834619e-01
9.409409409409409619e+00 -5.959624148909464791e-01
9.609609609609609748e+00 -3.860354406838142904e-01
9.809809809809809877e+00 -2.513101192955637386e-01
